,Species,Fertilization,Reproduction,ParentalCare,AddInfo,Mouthbrooder
743,Orthochromis luichensis,NA,external brooders,NA,A mouthbrooding species. It is likely a female brooder  as few specimens with young in the mouth appeared to be females.,y
744,Orthochromis machadoi,external,external brooders,NA,Mouthbrooding by females.,y
745,Orthochromis malagaraziensis,external,external brooders,NA,Mouthbrooding by females.,y
746,Orthochromis mazimeroensis,NA,external brooders,NA,A mouth brooding species. A ripening female of 5.2 cm SL contained 24 eggs of about 3 mm diameter in the abdominal cavity.,y
747,Orthochromis mosoensis,NA,external brooders,NA,A mouthbrooding species. The ovaries of a ripening female of 5.36 cm SL contained only 15 eggs.,y
748,Orthochromis polyacanthus,external,external brooders,NA,Mouthbrooding by females.,y
749,Orthochromis torrenticola,external,external brooders,NA,Mouthbrooding by females.,y
750,Orthochromis uvinzae,NA,external brooders,NA,A mouthbrooding species. Aquarium observations showed that  females usually brood the eggs.,y
751,Parachromis dovii,external,clutch tenders,NA,"Produces about 1000-1500 eggs. Altruism with males of other species while tending the young. This updates previous informations from Ref. 7335.Min. 1000 eggs, sexual maturity is reached at 15 months and 20 cm (Ref. 2060).",n
752,Parachromis friedrichsthalii,external,clutch tenders,NA,Produces about 500-700 eggs.,n
753,Parachromis managuensis,external,NA,biparental,"Deposits up to 5,000 eggs on rocks and other hard substrates; both parents guard the eggs and resulting fry (Ref. 44091). Reported to deposit up to 10,496 eggs (Ref. 80549).",n
754,Parachromis motaguensis,external,nesters,NA,Oviparous (Ref. 205).  Subtrate guarding as a form of parental care is done by both male and female (Ref. 50828).,n
755,Paracyprichromis nigripinnis,external,external brooders,maternal,Larvae of up to 1.88 cm TL are mouthbrooded by female parents ranging from 8.3 to 10.0 cm SL (Ref. 86760).,y
756,Parananochromis brevirostris,NA,NA,NA,"In aquaria, a pair-bonding, cave-breeding species (Ref. 50579).",n
757,Parananochromis caudifasciatus,external,nesters,NA,Spawns in caves.,n
758,Parananochromis ornatus,NA,NA,NA,"In aquaria, a pair-bonding, cave-breeding species (Ref. 50579).",n
759,Paraneetroplus bifasciatus,external,clutch tenders,NA,500 eggs.,n
760,Paraneetroplus fenestratus,external,clutch tenders,NA,"Breeding pairs lay eggs on wood, rock or in the sand.",n
761,Paraneetroplus guttulatus,external,nesters,NA,Oviparous (Ref. 205).  Subtrate guarding of eggs as a form of parental care is done by both male and female (Ref. 50828).,n
762,Paraneetroplus maculicauda,external,clutch tenders,NA,Spawns in an open water and produces about 600-1000 fry per spawning. Both parents participate in caring the young.,n
763,Paraneetroplus synspilus,external,clutch tenders,NA,Produces 300-500 fry per spawning (Ref. 7335). Reported to produce up to 1000 eggs and reach sexual maturity at 10 cm (Ref. 2060).,n
764,Paratilapia polleni,external,nesters,maternal,NA,n
765,Paratilapia toddi,NA,nesters,NA,NA,n
766,Pelvicachromis humilis,external,nesters,NA,Spawns in caves. Female tends the clutch (Ref. 2060).,n
767,Pelvicachromis pulcher,external,nesters,NA,Spawns in caves.,n
768,Pelvicachromis roloffi,external,nesters,NA,Spawns in caves.,n
769,Pelvicachromis subocellatus,external,nesters,NA,Spawns in caves.,n
770,Pelvicachromis taeniatus,external,nesters,NA,"Spawns in caves. Eggs may be deposited in niches and crevices as well as below roots, pieces of bark and larger leaves (Ref. 89992).  ",n
771,Petrochromis famula,external,external brooders,maternal,Eggs from the cleavage phase and larvae of up to 2.05 cm TL are mouthbrooded by female parents ranging from 8.7 to 9.5 cm SL (Ref. 86760).,y
772,Petrochromis fasciolatus,external,external brooders,maternal,Larvae of up to 1.94 cm TL are mouthbrooded by female parents 9.1 to 11.3 cm SL in size (Ref. 86760).,y
773,Petrochromis orthognathus,external,external brooders,maternal,Eggs from the cleavage phase and larvae of up to 1.76 cm TL are mouthbrooded by female parents 9.3 to 10.7 cm SL in size (Ref. 86760).,y
774,Petrochromis polyodon,external,external brooders,maternal,Eggs from the cleavage phase and larvae of up to 2.83 cm TL are mouthbrooded by female parents 12.6 to 14.1 cm SL in size (Ref. 86760).,y
775,Petrochromis trewavasae,external,external brooders,maternal,Larvae of up to 3.17 cm TL are mouthbrooded by female parent 14.3 cm SL long (Ref. 86760).,y
776,Petrotilapia tridentiger,in mouth,external brooders,NA,Females takes the brood into her mouth and takes care of the young.,y
777,Pharyngochromis acuticeps,external,external brooders,NA,Mouthbrooding by females.,y
778,Placidochromis electra,in mouth,external brooders,NA,"Female mouth brooder, about 50 eggs.",y
779,Placidochromis johnstoni,in mouth,external brooders,NA,Lays up to 120 eggs.,y
780,Placidochromis milomo,in mouth,external brooders,NA,The female is mouthbrooder.,y
781,Placidochromis phenochilus,external,external brooders,NA,Mouthbrooding by females.,y
782,Plecodus straeleni,external,external brooders,biparental,"Exhibit prolonged biparental guarding of the fry after mouthbrooding (Ref. 86760).  In a study, larvae of up to 2.18 cm TL are mouthbrooded by a female parent 10.8 cm SL long (Ref. 86760).",y
783,Protomelas annectens,in mouth,external brooders,NA,NA,y
784,Protomelas fenestratus,in mouth,external brooders,NA,Female mouth brooder.,y
785,Protomelas spilopterus,external,external brooders,maternal,Mouthbrooding by females (Ref. 53335).,y
786,Protomelas taeniolatus,external,clutch tenders,NA,Parents practice co-operative care of young by grouping together and setting up protective stations close to one another; releasing their young and embarking upon parental care. Every protective mantle is very close to the next in such a way that young can move from one parent to the next.   ,n
787,Pseudocrenilabrus multicolor,external,external brooders,NA,Females takes the brood into her mouth and takes care of the young.,y
788,Pseudocrenilabrus philander,external,external brooders,maternal,"Female lays batches of eggs on a substratum which the male begins to inseminate. Female collects the eggs almost immediately after laying a batch and incubates eggs in her mouth for 12-14 days at 26å¡C, releasing the young after which. Parent guards the young for 5-7 days, keeping them into her mouth when approached by predators or divers.  ",y
789,Pseudosimochromis curvifrons,external,external brooders,maternal,Eggs from the cleavage phase and larvae of up to 2.22 cm TL are mouthbrooded by female parents 6.8 to 7.6 cm SL in size (Ref. 86760).,y
790,Pseudotropheus elongatus,in mouth,external brooders,NA,Produces up to 37 eggs.,y
791,Pseudotropheus fainzilberi,in mouth,external brooders,NA,NA,y
792,Pseudotropheus joanjohnsonae,in mouth,external brooders,NA,NA,y
793,Pseudotropheus johannii,in mouth,external brooders,NA,"Maternal mouthbrooders; males establish territories and maintain a harem of females; female deposits eggs and picks them up in the mouth for incubation; male spreads out his anal fin showing the ""eggs pots""; the females  mistake these spots for her eggs and try to also take them inside her mouth; the male then releases his milt and the female takes them in, thus fertilizing the eggs inside her mouth (Ref. 44091). ",y
794,Pseudotropheus socolofi,in mouth,external brooders,NA,Females are mouthbrooders.,y
795,Pterophyllum altum,external,clutch tenders,NA,NA,n
796,Pterophyllum scalare,external,clutch tenders,NA,"Males court females during the breeding season. Both male and female guard the eggs which are attached to the surface of aquatic vegetation in a nest area (Ref. 46591). During the entire brooding cycle, bonding of the original pair of parents is maintained complete with defence of each partner against aggression or potential rivals (Ref. 46591).",n
797,Ptychochromis oligacanthus,external,nesters,NA,Eggs are layed in a nest on the ground. Larvae hatch after 8-10 days. Parents guard the young.,n
798,Pungu maclareni,external,external brooders,NA,"Eggs green (Ref. 26185, 53940, 58527) and ovoid, large (4x3mm) and few in number (Ref. 26185, 53940). Female is mouthbrooding (Ref. 13614), but possibly variable biparental mouthbrooder (variably one of the parents or both incubate eggs)(Ref. 58527).",y
799,Retroculus lapidifer,external,nesters,NA,Pair builds nest of about 60 cm diameter in gravel. Both parents defend nest; about 200 eggs are frequently reshuffled by both parents; larvae hatched 5-6 days after spawning.,n
800,Rhamphochromis longiceps,NA,NA,NA,"Mouthbrooding females and juveniles commonly found inshore, generally in surface water in the shelf and littoral zones, often in reed bays and lagoons (Ref. 55949).",y
801,Rhamphochromis macrophthalmus,NA,NA,NA,Species probably forms breeding leks on or near the bottom; juveniles are common in the adult habitat (Ref. 55949).,?
802,Rocio octofasciata,external,clutch tenders,NA,Lays eggs on substrate. Parents incubate eggs and guard young.,n
803,Sargochromis carlottae,external,external brooders,NA,"A mouth brooder, excavating a small sandscrape nest.",y
804,Sargochromis codringtonii,external,external brooders,NA,Exhibits mouth brooding.,y
805,Sargochromis giardi,NA,external brooders,NA,A mouth brooding species. A female of 31 cm caught in a seine net carried 674 fry in her mouth.,y
806,Sarotherodon caroli,external,external brooders,NA,It is not known which parent mouth-broods the large eggs.      ,y
807,Sarotherodon galilaeus,external,external brooders,biparental,The initiative throughout courting and mating is taken predominantly by the female; female mainly responsible for the excavation of nest and defending mating territory. Pair-formation exists and is dissolved as soon as the eggs are in the parental mouth. Mouth brooding is reportedly biparental.   ,y
808,Sarotherodon linnellii,external,external brooders,NA,"Brooding by both sexes, predominantly by the female.      ",y
809,Sarotherodon lohbergeri,external,external brooders,NA,Absence of sexual dichromatism suggests a biparental mouth-brooding function.      ,y
810,Sarotherodon melanotheron,external,external brooders,paternal,"Spawns in shallow water close inshore.  Initiative in courtship, pit digging and mating activities are taken by the female. Eventually a male is stimulated to react in a mainly passive manner and a pair-bond is established; sexual dimorphism minimal; no T-stand by the partners during fertilization. Exhibits mouth-brooding habit (Ref. 6298). Males exclusively incubate the eggs (Ref. 2, 6309).",y
811,Sarotherodon nigripinnis,external,external brooders,paternal,Males carry eggs (Ref. 41581).  Males of <i>Sarotherodon nigripinnis dolloi</i> construct nest and incubate eggs (Ref. 55074). Incubatory period lasts about 14 days; female retrieves newly released young in mouth (Ref. 72506). Juveniles become independant after about 4 weeks (Ref. 55074).,y
812,Sarotherodon occidentalis,external,external brooders,NA,Oviparous (Ref. 205).  Females employ mouthbrooding to care for the young (Ref. 164).,y
813,Sarotherodon steinbachi,external,external brooders,NA,Exhibits biparental mouth-brooding.      ,y
814,Satanoperca acuticeps,external,clutch tenders,NA,"Deposit eggs in troughs, covered with a little sand. Female tends the clutch, male defends the territory. This corrects previous information from Ref. 2060.",n
815,Satanoperca daemon,external,brood hiders,NA,Deposits eggs in a pit and covers them with grosser substrate. The Young find the way out by themselves.,n
816,Satanoperca jurupari,external,external brooders,NA,"Ovophile mouth brooders. The parent fish clean the rocky substrate prior to spawning. Incubation takes place in the mouth. Juveniles use the mouth as their shelter for several weeks, where they attach themselves to the palate, by means of a specific gland (Ref. 35237).",y
817,Satanoperca leucosticta,external,external brooders,NA,"Deposit eggs on substrate. A biparental larophile mouthbrooder, taking up the larvae in the mouth. This corrects previous information from Ref. 26372.",y
818,Satanoperca pappaterra,external,external brooders,NA,Ovophile mouth brooders.,y
819,Sciaenochromis ahli,external,external brooders,NA,Oviparous (Ref. 205). Eggs are fertilized externally before the female picks them up to brood in her mouth (Ref. 205).,y
820,Serranochromis angusticeps,NA,external brooders,NA,"Female incubates eggs in her mouth. Parental care is exercised for a short while after hatching when the juveniles move off to shallow grassy areas and there they remain, in the Upper Zambezi, until floodwaters recede and force them back to the main river. They seek refuge in lagoons and backwaters until reaching a size large enough to avoid predation by tigerfish in the open waters of the river.",y
821,Serranochromis jallae,NA,external brooders,NA,Incubates eggs in the mouth. Constructs a shallow concave nest on a sandy or muddy substrate in fairly shallow water.,y
822,Serranochromis macrocephalus,NA,external brooders,NA,A mouth brooding species.,y
823,Serranochromis meridianus,NA,external brooders,NA,Male clears small nest and attracts female with quivering display. Eggs are laid in several bouts and fertilized before being collected by the female (Ref. 7248). Female incubates the eggs in the mouth (Ref. 12251).,y
824,Serranochromis robustus,external,external brooders,NA,Oviparous (Ref. 205).  Females incubate the eggs in the mouth (Ref. 50828).,y
825,Serranochromis thumbergi,NA,external brooders,NA,Constructs a sandscrape nest. Incubates eggs in the mouth.,y
826,Simochromis babaulti,external,External brooders,maternal,Larvae of up to 1.47 cm TL are mouthbrooded by female parents 6.3 to 6.9 cm SL in size (Ref. 86760). Also Ref. 102710.,y
827,Simochromis diagramma,external,external brooders,maternal,Eggs from the cleavage phase and larvae of up to 1.56 cm TL are mouthbrooded by female parents 6.0 to 9.0 cm SL in size (Ref. 86760).,y
828,Simochromis marginatus,external,external brooders,maternal,Eggs from the cleavage phase and larvae of up to 5.0 cm TL are mouthbrooded by female parents 6.8 to 8.3 cm SL in size (Ref. 86760).,y
829,Spathodus erythrodon,in mouth,external brooders,NA,"Female is mouthbrooder, but male takes care of the young as soon as they are released from the female's mouth.",y
830,Spathodus marlieri,in mouth,external brooders,NA,Female is mouthbrooder and takes care of the young.,y
831,Steatocranus casuarius,external,nesters,NA,Produces 20-150 eggs.,n
832,Steatocranus gibbiceps,external,nesters,NA,Deposit eggs in caves.,n
833,Steatocranus irvinei,external,NA,NA,NA,?
834,Steatocranus tinanti,external,nesters,NA,Female lays up to 100 eggs in the male's cave. Both parents take care of their young.,n
835,Steatocranus ubanguiensis,external,NA,NA,NA,?
836,Stomatepia mariae,external,external brooders,NA,Females are mouthbrooding.,y
837,Stomatepia pindu,external,external brooders,NA,Female is mouthbrooding.,y
838,Symphysodon aequifasciatus,external,clutch tenders,NA,NA,n
839,Symphysodon discus,external,clutch tenders,NA,Deposit several hundred eggs on stones or plants; both parents defend eggs and larvae; larvae feed on a skin mucus during their first few days.,n
840,Taeniacara candidi,external,clutch tenders,maternal,"The male is very active sexually and it spawns with several females, even at the same time. Females care for the eggs and larvae. They even chew the fry loose from the egg case after a few days of development (Ref. 12251).  Female attaches the offspring at the ceiling of caves (Ref. 47893).",n
841,Tahuantinsuyoa macantzatza,external,external brooders,NA,"Spawn on fallen leaves or pieces of wood, which are moved if necessary; both parents guard the eggs and take the larvae in the mouth (Ref.40602).",y
842,Tanganicodus irsacae,external,external brooders,biparental,Larvae of up to 1.12 cm TL are mouthbrooded by both parents 4.4 to 5.1 cm SL in size (Ref. 86760).,y
843,Teleocichla centrarchus,external,nesters,NA,NA,n
844,Teleocichla cinderella,external,nesters,NA,NA,n
845,Teleocichla gephyrogramma,external,nesters,NA,NA,n
846,Teleocichla monogramma,external,nesters,NA,NA,n
847,Teleocichla prionogenys,external,nesters,NA,NA,n
848,Teleocichla proselytus,external,nesters,NA,NA,n
849,Teleogramma brichardi,external,nesters,NA,Produces 10-30 eggs.,n
850,Telmatochromis bifrenatus,external,nesters,NA,Lays up to 80 eggs. A cave-brooder.,n
851,Telmatochromis dhonti,external,clutch tenders,NA,Lays up to 500 eggs. A cave-brooder.,n
852,Telmatochromis temporalis,external,nesters,NA,Spawns in caves.,n
853,Telmatochromis vittatus,external,clutch tenders,NA,A cave-brooder.,n
854,Thoracochromis albolabris,external,external brooders,NA,Mouthbrooding by females.,y
855,Thoracochromis bakongo,external,external brooders,NA,Mouthbrooding by females.,y
856,Thoracochromis brauschi,external,external brooders,NA,Mouthbrooding by females.,y
857,Thoracochromis buysi,external,external brooders,NA,Mouthbrooding by females.,y
858,Thoracochromis callichromus,external,external brooders,NA,Mouthbrooding by females.,y
859,Thoracochromis demeusii,external,external brooders,NA,Mouthbrooding by females.,y
860,Thoracochromis fasciatus,external,external brooders,NA,Mouthbrooding by females.,y
861,Thoracochromis lucullae,external,external brooders,NA,Mouthbrooding by females.,y
862,Thoracochromis moeruensis,external,external brooders,NA,Mouthbrooding by females.,y
863,Thoracochromis schwetzi,external,external brooders,NA,Mouthbrooding by females.,y
864,Thoracochromis stigmatogenys,external,external brooders,NA,Mouthbrooding by females.,y
865,Thoracochromis wingatii,external,external brooders,NA,Mouthbrooding by females.,y
866,Thorichthys ellioti,external,NA,NA,NA,?
867,Thorichthys helleri,external,NA,NA,NA,?
868,Thorichthys meeki,external,clutch tenders,NA,"Deposits eggs on open substrate such as stones (Ref. 6466), a piece of submerged wood, or a shallow depression excavated in the substrate; from 100 to 500 eggs are deposited and guarded by both parents; newly hatched young are transferred to shallow pits and the parents continue guarding them (Ref. 44091). ",n
869,Thorichthys socolofi,external,NA,NA,NA,?
870,Thysochromis ansorgii,external,nesters,NA,NA,n
871,Tilapia bakossiorum,external,clutch tenders,NA,NA,n
872,Tilapia bemini,external,clutch tenders,NA,NA,n
873,Tilapia bythobates,external,clutch tenders,NA,NA,n
874,Tilapia deckerti,external,clutch tenders,NA,NA,n
875,Tilapia discolor,external,nesters,NA,"Courtship occurs as male circular displays around the females. Unresponsive females are chased away from the spawning area by the males. Distinct pairing (Ref. 205) is resorted to after courtship. Each couple prepares the nest in a chosen suitable substrate where the eggs are laid in batches, fertilised, incubated and hatched. Both parents guard the eggs from intruders.",n
876,Tilapia flava,external,clutch tenders,NA,NA,n
877,Tilapia guinasana,external,nesters,NA,Nests are built on narrow rocky ledges and competition for these nest sites is very strong.     ,n
878,Tilapia guineensis,external,nesters,NA,Oviparous (Ref. 205).  Subtrate guarding of eggs as a form of parental care is done by both male and female (Ref. 50828).,n
879,Tilapia gutturosa,external,clutch tenders,NA,NA,n
880,Tilapia imbriferna,external,clutch tenders,NA,NA,n
881,Tilapia joka,external,nesters,NA,Female lays around 200 eggs inside the male's cave. Both parents care for their young.,n
882,Tilapia kottae,external,clutch tenders,NA,NA,n
883,Tilapia mariae,external,nesters,biparental,Produces up to 2000 eggs.,n
884,Tilapia rendalli,external,nesters,NA,Prefers a sloping spawning ground near the marginal fringe of vegetation (Ref. 3). Builds nest in shallow water where both parents guard the eggs and young.    ,n
885,Tilapia snyderae,external,clutch tenders,NA,NA,n
886,Tilapia sparrmanii,external,nesters,NA,Male spreads his milt over the cluster of eggs which are deposited on the bottom or even attached to the branches of aquatic weeds. Parents guard the eggs. Eggs and fry may be moved into the mouth to alternative sites during hatching operations but there is no evidence of actual mouth brooding.,n
887,Tilapia spongotroktis,external,clutch tenders,NA,NA,n
888,Tilapia thysi,external,clutch tenders,NA,NA,n
889,Tilapia zillii,external,clutch tenders,NA,Spawns in lake bottoms with pebbles or sand and abundant vegetation (Ref. 3). Lays adhesive eggs on the substratum which are guarded by both parents (Ref. 6298). Reported to deposit and guard eggs in shallow nest (Ref. 12069). Produces up to 1000 eggs (Ref. 1672).,n
890,Tramitichromis intermedius,external,external brooders,maternal,Mouthbrooding done by the female (Ref. 59309).,y
891,Trematocranus placodon,in mouth,external brooders,NA,The female can carry over 100 young in her mouth.,y
892,Tristramella simonis simonis,NA,external brooders,maternal,Also exhibit biparental care by mouthbrooding (Ref. 13609).,y
893,Tropheops macrophthalmus,in mouth,external brooders,NA,Produces 40-70 eggs.,y
894,Tropheops microstoma,in mouth,external brooders,NA,Females are mouthbrooders.,y
895,Tropheops tropheops,in mouth,external brooders,NA,Produces up to 40 eggs.,y
896,Tropheus brichardi,in mouth,external brooders,NA,Females are mouthbrooders.,y
897,Tropheus duboisi,external,external brooders,NA,Produces 5-15 eggs.,y
898,Tropheus moorii,in mouth,external brooders,maternal,"Female lays only a few eggs. Female collects eggs up into her mouth before they sink to the bottom and then moves to the genital area of the male. There the sperm are shed and taken into the mouth of the female where fertilization takes place. Eggs hatch after about 4 weeks of incubation (Ref. 7020). Produces 5-17 eggs (Ref. 1672).  In one study, eggs from the cleavage phase and larvae of up to 1.45 cm TL are mouthbrooded by female parents ranging from 6.2 to 7.9 cm SL long (Ref. 86760).",y
899,Tropheus polli,external,external brooders,NA,NA,y
900,Tylochromis bangwelensis,external,external brooders,maternal,"Female mouth-brooder; breeding occurs during the rainy seasons and the young, a favorite prey for the tiger-fish, keep closer inshore among <i>Eleocharis</i> reed and other vegetation (Ref. 246).  Young fish still attached to the yolk sac can be found in the mouth of a parent which is at the verge of spawning again (Ref. 52961).The species breeds during a single spawning period toward the end of the rainy season (Ref. 2774).  At highwater, the fish move from the lake to their breeding grounds in adjacent swamps to spawn (Ref. 52346).",y
901,Tylochromis sudanensis,external,external brooders,NA,Mouth brooder (male or female is unknown).,y
902,Tyrannochromis macrostoma,external,clutch tenders,NA,Guards offspring for more than 3 weeks. Young become independent when they reach 3.8-4.0 cm SL and are able to move around as solitary hunters in the rocky habitats.    ,n
903,Uaru amphiacanthoides,external,clutch tenders,NA,Parents care for (up to 200) eggs and larvae (Ref. 40602).,n
904,Uaru fernandezyepezi,external,clutch tenders,biparental,Both parents tend the clutch.,n
905,Variabilichromis moorii,external,nesters,NA,"Spawns in caves, both parents care for their young.",n
906,Xenotilapia boulengeri,external,external brooders,biparental,"After the male has fertilized the eggs the female mouthbroods them for 12 days after which they are transferred to the male for an additional 18-20 days of mouthbrooding (Ref. 2060).  In one study, larvae of up to 0.99 cm TL are mouthbrooded by female parents 6.8 to 7.5 cm SL in size (Ref. 86760).",y
907,Xenotilapia longispinis,external,external brooders,biparental,Eggs from the cleavage phase and larvae of up to 1.47cm TL are mouthbrooded by both parents 6.5 to 7.4 cm SL in size (Ref. 86760).,y
908,Xenotilapia ochrogenys,external,external brooders,biparental,Eggs from the cleavage phase and larvae of up to 1.20 cm TL are mouthbrooded by both parents 6.4 to 7.0 cm SL in size (Ref. 86760).,y
909,Xenotilapia papilio,external,external brooders,NA,Male and females are mouthbrooders.,y
910,Xenotilapia sima,external,external brooders,maternal,Eggs from the cleavage phase and larvae of up to 1.06 cm TL are mouthbrooded by female parents 10.3 to 10.9 cm SL in size (Ref. 86760).,y
911,Xenotilapia tenuidentata,external,external brooders,maternal,Larvae of up to 0.39 cm TL are mouthbrooded by a female parent 5.0 cm SL in size (Ref. 86760).,y
